,text,cluster_number
391,"сбербанк (moex: sber) в качестве эксперимента готов открыть свою биометрическую платформу для других банков. сейчас он обсуждает такой вариант с одним из партнеров, заявил глава сбербанка герман греф.",146
392,"tesla представила во вторник новые версии моделей y и 3, которые компания заявляет как бюджетные. они действительно значительно дешевле базовых версий (на 55,5 тыс.), но все еще гораздо дороже электромобиля за 25 тыс., выпуск которого долгое время обещал сам илон маск.",147
393,минприроды россии предложило изменить методику расчета разового платежа за пользование недрами и требовать на 20 больше за участки с россыпным золотом. в счетной палате поддержали предложение.,148
394,"импульс к украинскому урегулированию, заданный на встрече президентов россии и сша владимира путина и дональда трампа на аляске, в значительной степени исчерпан из-за действий европейцев. об этом заявил заместитель главы мид рф сергей рябков.",149
395,"по итогам первого квартала доля безналичных платежей в рознице выросла с 86,7 до 87,5, сообщила председатель центробанка (цб) эльвира набиуллина. она уточнила, что по этому показателю россия входит в топ-5.",150
396,"как и предполагал ъ, новым мэром курска избран руководитель регионального исполкома единой россии евгений маслов. об этом сообщили в городском собрании курска, которое проводило выборы.",151
397,"немецкий производитель стройматериалов knauf заявил, что многомесячное обсуждение продажи его бизнеса в россии не привело к соглашению. согласно пресс-релизу компании, неназванный потенциальный покупатель активов вышел из переговоров.",152
398,"власти венгрии и словакии могут затянуть принятие 19-го пакета санкций евросоюза против россии, так как намерены достичь уступок в собственных интересах. об этом сообщило издание euobserver со ссылкой на источники.",153
399,"президент сша дональд трамп одобрит передачу украине ракет tomahawk, но в небольшом количестве, сообщает испанская газета el mundo со ссылкой на источники, близкие белому дому. по их словам, господин трамп пойдет на этот шаг в расчете на то, что это подтолкнет россию к переговорам с украиной.",154
400,"россиянам стало проще выбирать и менять банки, услугами которых они пользуются, заявила глава центробанка (цб) эльвира набиуллина. по ее словам, банковское рабство в стране почти отошло в прошлое.",155
401,"интервью с главой софпп пиличевым, которому снова доверили развивать свердловский бизнес",-1
402,"декан лихачева о роли россии, китая, сша и европы в новой реальности",-1
403,после дтп мальчик не приходил в сознание. через 3 часа он умер.,-1
404,"командир первого отряда самообороны луганска рассказал газете quot;взглядquot; о том, как антимайдан воспринял завявления киевского премьера арсения яценюка",-1
405,"с 1 по 4 апреля в конгрессно-выставочном центре quot;сокольникиquot; в москве проходит xvii международный салон изобретений и инновационных технологий quot;архимедquot;. эта площадка стала местом взаимодействия ученых , изобратателей и инвесторов. в quot;сокольникахquot; можно увидеть чисто-технологические инновации, интересные только спонсорам, ищущим проекты для своих вложений, и впечатляющие инновации, которые заинтересуют даже обывателя.",-1
406,"первое место вокальном конкурсе голос в италии заняла монахиня кристина скуччия. российские зрители хорошо знают этот конкрус, который проходит у нас под тем же названием. победительнице 25 лет лет и, как призналась сама кристина, на участие в конкурсе ее благословил папа римский франциск.",-1
407,"на курском вокзале в москве появится аппарат по продаже электронных билетов на поезда дальнего следования за наличные. если эксперимент пройдет успешно, то такие же будут установлены и на других вокзалах россии.",-1
408,вечером 21 февраля в саратове загорелся рынок сенной. пожару присвоен четвертый уровень сложности здание прогорело насквозь. погибших нет.,-1
409,в симферополе 8 мая прошла акция партии справедливая россия,-1
410,"в городе сызрань самарской области геннадий махалов бьется за возвращение своих кровных детей, отобранных органами опеки и отданными на воспитание в приемную семью. дети плачут без отца, которому остается лишь бороться с отписками и обивать пороги инстанций. мужчина обратился в редакцию справедливой газеты с надеждой, что мы расскажем об этой трагической истории, которая не должна остаться незамеченной.",-1
411,"в числе иностранных наемников, которые воюют на стороне правительства украины находятся и американцы, сообщил собеседник российской газеты.",-1
412,"увольняя министров, президент республики корея (рк) пак кын хе пытается вернуть правительству доверие населения, которое было серьезно подорвано после крушения экскурсионного парома quot;севолquot; у берегов острову чечжу.",-1
413,владимира путина оценили в 30 миллиардов долларов,-1
414,вопрос о лишении митрофанова депутатской неприкосновенности фракция ср решит после заседания комиссии по этике,-1
415,отдыхавшим в ресторане quot;тушинский дворикquot; не понравилась шумная компания ...,-1
416,"quot;оптовые цены на газ в 2014 году повысятся на 4,2quot;, - заявляют в федеральной службе по тарифом. как это отразится на тарифах для населения, пока не известно. цены на газ пока не будут меняться для архангельской области и алтайского края.",-1
417,британцы возмущены: 15 июня в манаусе должен состояться первый матч сборной англии - с итальянской командой. но газон после наводнения совершенно не пригоден для игры.,-1
418,глава сбербанка рф герман греф вошел в состав совета директоров компании quot;яндексquot;. об этом сообщила интернет-компания.,-1
419,"на этом настояли европейские партнеры компании. если миллера ограничить в передвижении, это серьезно повредит совместному бизнесу.",-1
420,гастроли в южном городе обернулись для столичных артистов неожиданными сложностями. солист группы премьер-министр сергей деменчук перед концертом в буквальном смысле остался без штанов. авиакомпания по ошибке отправила в другой город чемодан звезды с концертными костюмами от известных европейских брендов.,-1
421,"такое сообщение опубликовало мировое информационное агентство reuters, ссылаясь на анонимные источники, приближенные к переговорам. и нафтогаз и газпром от комментариев отказались.",-1
422,"рубрика деньги новости, которые касаются эмиссии и редких купюр, электронных переводов и золото-валютных резервов. иными словами, в нашей рубрики вы найдете новости о всех сферах экономики, которые непосредственно касаются денежного оборота.",156
423,"рубрика деньги новости, которые касаются эмиссии и редких купюр, электронных переводов и золото-валютных резервов. иными словами, в нашей рубрики вы найдете новости о всех сферах экономики, которые непосредственно касаются денежного оборота.",156
424,"рубрика деньги новости, которые касаются эмиссии и редких купюр, электронных переводов и золото-валютных резервов. иными словами, в нашей рубрики вы найдете новости о всех сферах экономики, которые непосредственно касаются денежного оборота.",156
425,"рубрика деньги новости, которые касаются эмиссии и редких купюр, электронных переводов и золото-валютных резервов. иными словами, в нашей рубрики вы найдете новости о всех сферах экономики, которые непосредственно касаются денежного оборота.",156
426,рубрика дороги посвящена транспортной стратегии россии. издревле именно транспортные пути сообщения влияли на развитие экономики государства. у нас вы найдете самые свежие дорожные новости.,157
427,рубрика дороги посвящена транспортной стратегии россии. издревле именно транспортные пути сообщения влияли на развитие экономики государства. у нас вы найдете самые свежие дорожные новости.,157
428,рубрика дороги посвящена транспортной стратегии россии. издревле именно транспортные пути сообщения влияли на развитие экономики государства. у нас вы найдете самые свежие дорожные новости.,157
429,рубрика дороги посвящена транспортной стратегии россии. издревле именно транспортные пути сообщения влияли на развитие экономики государства. у нас вы найдете самые свежие дорожные новости.,157
430,рубрика дороги посвящена транспортной стратегии россии. издревле именно транспортные пути сообщения влияли на развитие экономики государства. у нас вы найдете самые свежие дорожные новости.,157
431,еврокомиссар по энергитеке пыьается организовать переговоры по газу,-1
432,самые свежие новости европы в нашей рубрике покажут актуальную картину происходящего в контексте мировых событий.,158
433,самые свежие новости европы в нашей рубрике покажут актуальную картину происходящего в контексте мировых событий.,158
434,самые свежие новости европы в нашей рубрике покажут актуальную картину происходящего в контексте мировых событий.,158
435,самые свежие новости европы в нашей рубрике покажут актуальную картину происходящего в контексте мировых событий.,158
436,самые свежие новости европы в нашей рубрике покажут актуальную картину происходящего в контексте мировых событий.,158
437,фигуристы елена ильиных и никита кацалапов принесли россии серебряную медаль. всего на один балл их обогнала пра из италии.,-1
438,"жители неболчского поселения новгородской области, которое насчитывает более 100 деревень, обратились к президенту рф в. путину с просьбой спасти их от гибели и передать в состав ленинградской области. последней каплей для селян стало невыполненное обещание губернатора области сергея митина вернуть отмененные им же пригородные поезда. по словам активистов, поезда последнее, что связывало их с внешним миром, где есть работа, больницы, магазины и власть. quot;без железной дороги, - говорят люди, - мы обреч",-1
439,"новости жкх в нашей специальной рубрике раздела экономика. актуальная и полезная информация о нововведениях, проблемах системы и статистические данные о деятельности жилищно-коммунального хозяйства. мы расскажем о реформе жкх, изменениях в системе оплаты и громких судебных делах в сфере жкх.",159
440,"новости жкх в нашей специальной рубрике раздела экономика. актуальная и полезная информация о нововведениях, проблемах системы и статистические данные о деятельности жилищно-коммунального хозяйства. мы расскажем о реформе жкх, изменениях в системе оплаты и громких судебных делах в сфере жкх.",159
441,"новости жкх в нашей специальной рубрике раздела экономика. актуальная и полезная информация о нововведениях, проблемах системы и статистические данные о деятельности жилищно-коммунального хозяйства. мы расскажем о реформе жкх, изменениях в системе оплаты и громких судебных делах в сфере жкх.",159
442,"новости жкх в нашей специальной рубрике раздела экономика. актуальная и полезная информация о нововведениях, проблемах системы и статистические данные о деятельности жилищно-коммунального хозяйства. мы расскажем о реформе жкх, изменениях в системе оплаты и громких судебных делах в сфере жкх.",159
443,"рубрика законы экономики это все самые свежие нововведения в законодательной базе россии. мы познакомим вас с внесенными инициативами, законопроектами, которые уже находятся на рассмотрении в государственной думе, и законами, которые уже приняты на разных уровнях власти.",160
444,"рубрика законы экономики это все самые свежие нововведения в законодательной базе россии. мы познакомим вас с внесенными инициативами, законопроектами, которые уже находятся на рассмотрении в государственной думе, и законами, которые уже приняты на разных уровнях власти.",160
445,"рубрика законы экономики это все самые свежие нововведения в законодательной базе россии. мы познакомим вас с внесенными инициативами, законопроектами, которые уже находятся на рассмотрении в государственной думе, и законами, которые уже приняты на разных уровнях власти.",160
446,"рубрика законы экономики это все самые свежие нововведения в законодательной базе россии. мы познакомим вас с внесенными инициативами, законопроектами, которые уже находятся на рассмотрении в государственной думе, и законами, которые уже приняты на разных уровнях власти.",160
447,"рубрика законы экономики это все самые свежие нововведения в законодательной базе россии. мы познакомим вас с внесенными инициативами, законопроектами, которые уже находятся на рассмотрении в государственной думе, и законами, которые уже приняты на разных уровнях власти.",160
448,"находящийся после покушения на лечении в израиле украинский олигарх геннадий кернес планирует занять кресло губернатора харьковской области. эксперты утверждают, что это место для своего надежного партнера по бизнесу лоббирует глава днепропетровской области игорь коломойский. однако министр мвд аваков против и сам наметился занять это кресло.",-1
449,содержание новости,161
450,в вахитовском суде казани с пятой попытки стартовало резонансное дело пирамиды frendex. на скамье подсудимых пять человек из руководства пирамиды. сегодня они выслушали 270 страниц обвинения. подробности в репортаже татар-информа из зала суда.,-1
451,содержание новости,161
452,содержание новости,161
453,содержание новости,161
454,содержание новости,161
455,"как на пмгф-2025 знакомят гостей с национальной кухней татарстана, какие передовые разработки привезла республика в санкт-петербург и о чем на полях форума рустам минниханов договорился с газпромом в материале татар-информа.",-1
456,"12 сентября казанская регбийная стрела-ак барс сыграет за звание чемпиона россии в финале турнира против московского динамо. редакция ти-спорта решила напомнить чего не хватает татарстанской команде для звания абсолютного гегемона в россии и предположила, каким может оказаться исход в данном противостоянии.",-1
457,содержание новости,161
458,"американський президент дональд трамп заявив, що заручники в сектор гази повинн бути звльнен в понедлок або ввторок.",-1
459,"организация вынуждена сократить штат миротворцев и сотрудников своих агентств из-за того, что сша, будучи крупнейшим спонсором, удерживают выплаты взносов в е бюджет.",-1
460,в израиле ждут возвращения заложников. жители сектора газа надеются на окончание войны.,-1
461,"узнавайте о самых важных событиях в европе и за ее пределами на 9 октября 2025 г. - последние новости, срочные новости, мир, бизнес, развлечения, политика, культура, путешествия",162
462,"на переговорах в египте израиль и хамас согласовали прекращение огня в секторе газа и возвращение людей, похищенных хамасовцами 7 октября 2023 года.",-1
463,"kobia ускоряет рост малых и средних предприятий азербайджана, способствуя развитию инноваций, глобальных связей, конкурентоспособности и диверсификации экономики.",-1
464,"совместное расследование венгерского издания direkt36, немецкого der spiegel, австрийского standard и бельгийской газеты de tijd впервые раскрывает, как правительство орбана использовало информационное бюро для шпионажа за институтами ес.",-1
465,"резолюции, вынесенные на голосование двумя разнополярными фракциями, объединяет критика условий сделки ес с сша и меркосур.",-1
466,"в письме к председателю европейской комиссии урсуле фон дер ляйен президент польши кароль навроцкий сообщил, что варшава не согласится на любые действия европейских институтов, которые приведут к размещению в польше нелегальных мигрантов.",-1
467,"узнавайте о самых важных событиях в европе и за ее пределами на 9 октября 2025 г. - последние новости, срочные новости, мир, бизнес, развлечения, политика, культура, путешествия",162
468,"по словам исполнительного директора управления оон по обслуживанию проектов жоржи морейры да силвы, для сектора газа выделено 170 000 тонн гуманитарной помощи.",-1
469,в этот четверг европейский парламент проведет голосование по вопросу о роспуске европейской комиссии. какие позиции займут политические фракции?,-1
470,"власти литвы, оценив текущие риски, снизили уровень охраны лидера белорусской оппозиции в изгнании светланы тихановской. по данным местных сми, обеспечение ее безопасности и сопутствующие расходы обходились казне в 1 миллион евро в год",-1
471,"узнавайте о самых важных событиях в европе и за ее пределами на 9 октября 2025 г. - последние новости, срочные новости, мир, бизнес, развлечения, политика, культура, путешествия",162
472,"посольство израиля в ватикане заявило, что паролин своими высказываниями рискует подорвать мирные усилия и борьбу с антисемитизмом.",-1
473,"узнавайте о самых важных событиях в европе и за ее пределами на 8 октября 2025 г. - последние новости, срочные новости, мир, бизнес, развлечения, политика, культура, путешествия",162
474,"европейский парламент проголосовал за то, чтобы запретить употребление таких связанных с мясом терминов, как бургер и сосиска, в отношении продуктов на растительной основе, что вызвало негативную реакцию со стороны групп потребителей и защитников окружающей среды.",-1
475,"премьер-министр гренландии йенс-фредерик нильсен выступил в среду в европейском парламенте, призвав к более тесному сотрудничеству с ес. мы не собираемся присоединяться к другой стране, - заявил он журналистам.",-1
476,"правительство португалии попросило четверых активистов, пытавшихся доплыть в составе международной гуманитарной флотилии до сектора газа, оплатить расходы на депортацию из израиля.",-1
477,увеличению и без того немалого состояния футболиста способствовало продление контракта с клубом из саудовской аравии аль-наср.,-1
478,"каждый квадратный сантиметр нашей территории должен быть защищен, - заявила урсула фон дер ляйен депутатам европарламента в страсбурге в среду после серии российских вторжений в европейское воздушное пространство.",-1
479,"по словам туска, проблема европы, проблема украины, проблема литвы и польши не в том, что был взорван северный поток-2, а в том, что он был построен.",-1
480,третий день непрямых переговоров между хамас и израилем в египте по плану трампа. группировка требует реальных гарантий прекращения огня в газе,-1
481,"ученые создали молекулярные конструкции, которые могут использоваться для извлечения воды из воздуха в пустыне, улавливания углекислого газа, хранения токсичных газов или катализа химических реакций.",-1
482,"узнавайте о самых важных событиях в европе и за ее пределами на 8 октября 2025 г. - последние новости, срочные новости, мир, бизнес, развлечения, политика, культура, путешествия",162
483,около 150 человек будут депортированы.,-1
484,"компания tesla уже несколько лет говорит о выпуске более дешевого автомобиля. однако более доступные, как говорят в компании, версии model 3 и model y стоят значительно дороже обещанной цены в 25 000 долларов.",-1
485,"сборная беларуси принимает данию, чехия играет с хорватией, нидерланды на выезде встречаются с мальтой. квалификация чм-2026 европа 7-й тур примечание: время начала матчей московское. таблицы отбора чм-2026 статистика отбора чм-2026",-1
486,"в сентябре 2023 года президент литвы гитанас науседа подписал указ о лишении маргариты дробязко гражданства страны. инициатива возникла на фоне выступления фигуристки в ледовых шоу татьяны навки. конституционный суд литвы рассмотрел жалобу дробязко по делу о правомерности персональных санкций и постановил, что науседа имел право лишить фигуристку гражданства. в действиях главы государства признаков нарушения конституции не усматривается, говорится в решении суда. дробязко получила гражданство литвы в порядке исключения в 1993 году, чтобы иметь возможность представить страну на олимпиаде. она выступала в танцах на льду с повиласом ванагасом. дуэт завоевал бронзу чемпионата мира-2000, две медали чемпионатов европы, участвовал в пяти олимпийских играх, 13 раз побеждал на чемпионате литвы. власти литвы утверждали, что дробязко угрожает национальной безопасности. фигуристка заявляла, что не понимает , какая угроза может исходить от нее безопасности литвы. кого из спортсменов лишали гражданства до дробязко? одного не пощадил ссср",-1
487,"напомним, на матче с риу аве в 6-м туре чемпионата португалии (3:0) болельщики порту начали скандировать : моуринью гей, моуринью гей, он пидорас. то же самое произошло во время игры с бенфикой, которую в данный момент возглавляет моуринью, в 8-м туре лиги (0:0). дисциплинарный комитет португальской футбольной федерации принял решение оштрафовать клуб на 30 855 евро за эти кричалки и использование фанатами пиротехники. кроме того, клуб будет вынужден выплатит 3190 евро в качестве наказания за то, что болельщики бросали на поле различные предметы, в том числе пластиковые бутылки и монеты.",-1
488,"бразильская модель анна силва раскрыла содержание переписки с вингером реала . она рассказала, что обменивалась с винисусом интимными сообщениями и обсуждала возможную поездку в испанию по приглашению футболиста. по словам модели, игрок также уговаривал ее взять с собой подругу, но перед этим просил скинуть ее фотографию и ссылку на соцсети. девушка стала подозревать, что его намерения выходят за рамки простой встречи. на самом деле он этого прямо не предложил, но для меня потом все стало очевидно. когда я сказала, что поеду одна, он уже не проявлял такого интереса. сказал, что будет очень занят, что там будет много людей, и что я все равно проведу много времени в одиночестве, рассказала анна в интервью leodias tv. модель объяснила винисиусу, что подруга не сможет приехать, она предложила взять с собой друга, но от этого бразилец отказался. девушка называет себя сапиосексуалкой человеком, ставящим интеллектуальную связь выше физического влечения. она отметила, что именно отсутствие этой связи с винисиусом стало конечной точкой их общения. если его беспокоила компания, я нашла ему компанию, но, как оказалось, дело было совсем не в этом, заявила она. модель также не скрывает раздражения отношением винисиуса, особенно после того, как футболист снова стал просить интимные материалы, проигнорировав ее сообщение о дтп. я не из тех женщин, которые будут слать тебе видео, если ты ничего не сделал, чтобы это заслужить, понимаешь? ты пишешь, когда тебе удобно, и зовешь меня ради видео? для меня это уже похоже на маниакальное поведение, честно. я не такой человек. я уже говорила тебе утром, что ты меня обидел, а ты снова просишь видео? по-моему, ты крайне эгоцентричен. искренне желаю тебе всего хорошего, хорошей недели и береги себя, добавила модель. инфлюенсер фонсека рассталась с винисиусом он переписывался с другой. вингер реала извинился перед вирджинией: я разочаровал невероятную женщину. хочу начать все заново",-1
489,"правительство индонезии приняло решение отказать в визах израильским спортсменам. об этом заявил министр юстиции страны ихза махендра. правительство не будет выдавать визы израильским гимнастам. это решение соответствует предыдущим указаниям президента индонезии прабово субианто, а также его недавнему выступлению на генассамблее оон, в котором он резко осудил израиль за продолжающееся нападение на сектор газа, сказал махендра. как сообщает u.s. news, возможное участие израильтян в чм вызывает бурную реакцию населения индонезии, где преобладают мусульмане, поддерживающие палестинцев. гуманитарная катастрофа, вызванная войной между израилем и хамас в секторе газа, невыносима. приезд израильских спортсменов вызовет глубокое эмоциональное потрясение у большинства индонезийцев. их присутствие в такой ситуации, очевидно, вызовет возмущение общественности, заявил губернатор джакарты праномо амунг. чемпионат мира по спортивной гимнастике пройдет с 21 по 27 октября. сборная израиля была одной из 86 команд, зарегистрировавшихся для участия в турнире. в составе израильской команды планировалось выступление олимпийского чемпиона токио-2020 артема долгопята.",-1
490,"в суд на бывшего полузащитника сборной россии, зенита и арсенала подала его гражданская жена и мать младшей дочери анна петрушина, сообщает сообщает news.ru со ссылкой на телеграм-канал mash на спорте. по словам источника, она пошла на такой шаг для уменьшения объема выплат бывшим женам футболиста. суд встал на сторону анны и постановил перераспределить алименты на шестерых детей, включив в число получателей и младшего ребенка. таким образом, 25 от его дохода будут разделены на большее количество частей, что уменьшит выплаты для старших детей. аршавин с 2004 по 2013 год был в отношениях с юлией барановской, от первой супруги у аршавина трое детей. с 2016 по 2019 год он был женат на алисе казьминой, которая родила ему дочь есению. ранее аршавин попросил суд уменьшить алименты на детей от барановской с 14 дохода на троих до 16 на одного несовершеннолетнего.",-1
491,"об этом сообщается на сайте международного агентства допинг-тестирования ( ita ). в допинг-пробе 27-летнего спортсмена, взятой 2 марта 2025 года, был обнаружен запрещенный остарин. отмечается, что гулливер признал нарушение и не стал оспаривать обвинения, но заявил, что нарушение не было преднамеренным. двухлетняя дисквалификация бобслеиста отсчитывается с 24 марта 2025 года. арран гулливер является серебряным и бронзовым призером чемпионатов мира, также на его счету золото и бронза чемпионатов европы в соревнованиях четверок.",-1
492,"она умерла, не начавшись. приятно, что они барселона возвращаются. возвращаются все, кроме реала . нам не нужно еще одно соревнование, лига чемпионов лучшая. поэтому нам не нужны никакие другие турниры. сегодня у нас лучшее клубное соревнование, а с новым форматом оно стало еще лучше, сказал президент псж и ассоциации европейских клубов нассер аль-хелайфи . жоан лапорта: клубы суперлиги должны вернуться к уефа. барса налаживает отношения с союзом ради мира в европейском футболе",-1
